Date,P&L
2005-10-21 00:00:00,-0.05043622753650834
2005-10-24 00:00:00,-0.0634441649055707
2005-10-25 00:00:00,-0.08369049402210649
2005-10-26 00:00:00,-0.0865468938874937
2005-10-27 00:00:00,-0.07862519429672243
2005-10-28 00:00:00,-0.07347590010688809
2005-10-31 00:00:00,-0.0729676169630924
2005-11-02 00:00:00,-0.056328420940222834
2005-11-04 00:00:00,-0.041611966982351145
2005-11-07 00:00:00,-0.028964078722846454
2005-11-08 00:00:00,-0.014900023390720718
2005-11-09 00:00:00,-0.005664830930996567
2005-11-10 00:00:00,0.0003171331216542672
2005-11-11 00:00:00,0.00809398533864436
2005-11-14 00:00:00,0.08189238043375568
2005-11-16 00:00:00,0.1293068478712358
2005-11-17 00:00:00,0.1519822112918121
2005-11-18 00:00:00,0.12671174480425318
2005-11-21 00:00:00,0.09497335266634432
2005-11-22 00:00:00,0.08356653871038655
2005-11-23 00:00:00,0.08072097305205284
2005-11-24 00:00:00,0.09368574289738474
2005-11-25 00:00:00,0.1058888817609398
2005-11-28 00:00:00,0.09524559193954651
2005-11-29 00:00:00,0.01354052594334565
2005-11-30 00:00:00,-0.004420624490732883
2005-12-01 00:00:00,-0.0030049222864727554
2005-12-02 00:00:00,-0.0009293630064877156
2005-12-05 00:00:00,0.011402958075654057
2005-12-06 00:00:00,0.00509226568265686
2005-12-07 00:00:00,0.0065265412556871905
2005-12-08 00:00:00,-0.0041239183312991035
2005-12-09 00:00:00,-0.013832093654871258
2005-12-12 00:00:00,-0.011714862728187336
2005-12-13 00:00:00,0.014454738340041962
2005-12-14 00:00:00,0.046149350818187385
2005-12-15 00:00:00,0.010261872539854888
2005-12-16 00:00:00,0.0030770858847679605
2005-12-19 00:00:00,0.035205209054559594
2005-12-20 00:00:00,0.08003519964703432
2005-12-21 00:00:00,0.047478355980450804
2005-12-22 00:00:00,0.07831455481211291
2005-12-23 00:00:00,0.046947614231935386
2005-12-26 00:00:00,0.030325054046617117
2005-12-27 00:00:00,0.01957387652962539
2005-12-28 00:00:00,-0.02219596406629598
2005-12-29 00:00:00,0.003622645313576367
2005-12-30 00:00:00,0.011272041253792553
VaR,-0.11933383603702416
ES,-0.12236977034056903
Min,-0.15591486584473735
